,userName,score,at,content,sentiment,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
1482,Ihsan Saputra,1,2022-07-07 14:20:07,knp pas mau lihat pengaturan wifi nya nggak bisa dibuka padahal mau ubah kata sandi wifi nya pas di email juga nggak ada jawaban dari pihak indihome nya ini kek mananaaaaaaaaaa,-1,"['knp', 'pas', 'mau', 'lihat', 'pengaturan', 'wifi', 'nya', 'nggak', 'bisa', 'dibuka', 'padahal', 'mau', 'ubah', 'kata', 'sandi', 'wifi', 'nya', 'pas', 'di', 'email', 'juga', 'nggak', 'ada', 'jawaban', 'dari', 'pihak', 'indihome', 'nya', 'ini', 'kek', 'mananaaaaaaaaaa']",<FreqDist with 25 samples and 31 outcomes>,"['knp', 'pas', 'pengaturan', 'wifi', 'nggak', 'dibuka', 'ubah', 'sandi', 'wifi', 'pas', 'email', 'nggak', 'indihome', 'mananaaaaaaaaaa']","['knp', 'pas', 'pengaturan', 'wifi', 'nggak', 'dibuka', 'ubah', 'sandi', 'wifi', 'pas', 'email', 'nggak', 'indihome', 'mananaaaaaaaaaa']","['knp', 'pas', 'atur', 'wifi', 'nggak', 'buka', 'ubah', 'sandi', 'wifi', 'pas', 'email', 'nggak', 'indihome', 'mananaaaaaaaaaa']"
1483,Fernando Hariawan,5,2022-07-07 09:50:00,aplikasi myindihome sangat membantu untuk cek penggunaan internet dan masalahmasalah kendala penggunaan internet dari telkom semoga lebih ditingkatkan lagi dalam pelayanan untuk pelanggan myindihome tks,1,"['aplikasi', 'myindihome', 'sangat', 'membantu', 'untuk', 'cek', 'penggunaan', 'internet', 'dan', 'masalahmasalah', 'kendala', 'penggunaan', 'internet', 'dari', 'telkom', 'semoga', 'lebih', 'ditingkatkan', 'lagi', 'dalam', 'pelayanan', 'untuk', 'pelanggan', 'myindihome', 'tks']",<FreqDist with 21 samples and 25 outcomes>,"['aplikasi', 'myindihome', 'membantu', 'cek', 'penggunaan', 'internet', 'masalahmasalah', 'kendala', 'penggunaan', 'internet', 'telkom', 'semoga', 'ditingkatkan', 'pelayanan', 'pelanggan', 'myindihome', 'tks']","['aplikasi', 'myindihome', 'membantu', 'cek', 'penggunaan', 'internet', 'masalahmasalah', 'kendala', 'penggunaan', 'internet', 'telkom', 'semoga', 'ditingkatkan', 'pelayanan', 'pelanggan', 'myindihome', 'tks']","['aplikasi', 'myindihome', 'bantu', 'cek', 'guna', 'internet', 'masalahmasalah', 'kendala', 'guna', 'internet', 'telkom', 'moga', 'tingkat', 'layan', 'langgan', 'myindihome', 'tks']"
1484,dimas afrili ihsan,5,2022-07-07 08:06:26,aplikasi sangat membantu pengguna dalam berbagai hal keluhan atau kendala cepat ditangani banyak promo juga bisa cek poin juga,1,"['aplikasi', 'sangat', 'membantu', 'pengguna', 'dalam', 'berbagai', 'hal', 'keluhan', 'atau', 'kendala', 'cepat', 'ditangani', 'banyak', 'promo', 'juga', 'bisa', 'cek', 'poin', 'juga']",<FreqDist with 18 samples and 19 outcomes>,"['aplikasi', 'membantu', 'pengguna', 'keluhan', 'kendala', 'cepat', 'ditangani', 'promo', 'cek', 'poin']","['aplikasi', 'membantu', 'pengguna', 'keluhan', 'kendala', 'cepat', 'ditangani', 'promo', 'cek', 'poin']","['aplikasi', 'bantu', 'guna', 'keluh', 'kendala', 'cepat', 'tangan', 'promo', 'cek', 'poin']"
1485,Mochi No limit,5,2022-07-07 06:58:00,saya kasih bintang supaya ada update lagi soalnya hp saya black shark di aplikasi ini gabisa setting wifiperangkat siapa saja yg terhubung ke wifi tulisan perangkat tidak mendukung soalnya saya perlu bgt buat block ip perangkat asing yg nge bobol wifi saya,1,"['saya', 'kasih', 'bintang', 'supaya', 'ada', 'update', 'lagi', 'soalnya', 'hp', 'saya', 'black', 'shark', 'di', 'aplikasi', 'ini', 'gabisa', 'setting', 'wifiperangkat', 'siapa', 'saja', 'yg', 'terhubung', 'ke', 'wifi', 'tulisan', 'perangkat', 'tidak', 'mendukung', 'soalnya', 'saya', 'perlu', 'bgt', 'buat', 'block', 'ip', 'perangkat', 'asing', 'yg', 'nge', 'bobol', 'wifi', 'saya']",<FreqDist with 35 samples and 42 outcomes>,"['kasih', 'bintang', 'hp', 'black', 'shark', 'aplikasi', 'gabisa', 'setting', 'wifiperangkat', 'terhubung', 'wifi', 'tulisan', 'perangkat', 'mendukung', 'block', 'ip', 'perangkat', 'asing', 'bobol', 'wifi']","['kasih', 'bintang', 'hp', 'black', 'shark', 'aplikasi', 'gabisa', 'setting', 'wifiperangkat', 'terhubung', 'wifi', 'tulisan', 'perangkat', 'mendukung', 'block', 'ip', 'perangkat', 'asing', 'bobol', 'wifi']","['kasih', 'bintang', 'hp', 'black', 'shark', 'aplikasi', 'gabisa', 'setting', 'wifiperangkat', 'hubung', 'wifi', 'tulis', 'perangkat', 'dukung', 'block', 'ip', 'perangkat', 'asing', 'bobol', 'wifi']"
1486,Anang Sodor,5,2022-07-07 04:15:34,untuk aplikasi myindihome ini saya rasa sangat mudah di pahami dan sangat membantu banyak fitur di dalamnya yg memudahkan kita untuk memenuhi kebutuhan yg qt inginkan khususnya dalam masalah wifi qt entah qt mau beli paket laporan kalo trouble dll apa lagi di tambah ad promo dr telkom yang hanya ada di aplikasi myindihome pnya wifi indihome tp tidak aktipkan myindihome mungkin anda harus segera memasangnya dengan segala fitur yang sangat mudah  tinggal klik good job myindihome,1,"['untuk', 'aplikasi', 'myindihome', 'ini', 'saya', 'rasa', 'sangat', 'mudah', 'di', 'pahami', 'dan', 'sangat', 'membantu', 'banyak', 'fitur', 'di', 'dalamnya', 'yg', 'memudahkan', 'kita', 'untuk', 'memenuhi', 'kebutuhan', 'yg', 'qt', 'inginkan', 'khususnya', 'dalam', 'masalah', 'wifi', 'qt', 'entah', 'qt', 'mau', 'beli', 'paket', 'laporan', 'kalo', 'trouble', 'dll', 'apa', 'lagi', 'di', 'tambah', 'ad', 'promo', 'dr', 'telkom', 'yang', 'hanya', 'ada', 'di', 'aplikasi', 'myindihome', 'pnya', 'wifi', 'indihome', 'tp', 'tidak', 'aktipkan', 'myindihome', 'mungkin', 'anda', 'harus', 'segera', 'memasangnya', 'dengan', 'segala', 'fitur', 'yang', 'sangat', 'mudah', 'tinggal', 'klik', 'good', 'job', 'myindihome']",<FreqDist with 60 samples and 77 outcomes>,"['aplikasi', 'myindihome', 'mudah', 'pahami', 'membantu', 'fitur', 'dalamnya', 'memudahkan', 'memenuhi', 'kebutuhan', 'qt', 'wifi', 'qt', 'qt', 'beli', 'paket', 'laporan', 'trouble', 'ad', 'promo', 'telkom', 'aplikasi', 'myindihome', 'pnya', 'wifi', 'indihome', 'aktipkan', 'myindihome', 'memasangnya', 'fitur', 'mudah', 'tinggal', 'klik', 'job', 'myindihome']","['aplikasi', 'myindihome', 'mudah', 'pahami', 'membantu', 'fitur', 'dalamnya', 'memudahkan', 'memenuhi', 'kebutuhan', 'qt', 'wifi', 'qt', 'qt', 'beli', 'paket', 'laporan', 'trouble', 'ad', 'promo', 'telkom', 'aplikasi', 'myindihome', 'pnya', 'wifi', 'indihome', 'aktipkan', 'myindihome', 'memasangnya', 'fitur', 'mudah', 'tinggal', 'klik', 'job', 'myindihome']","['aplikasi', 'myindihome', 'mudah', 'paham', 'bantu', 'fitur', 'dalam', 'mudah', 'penuh', 'butuh', 'qt', 'wifi', 'qt', 'qt', 'beli', 'paket', 'lapor', 'trouble', 'ad', 'promo', 'telkom', 'aplikasi', 'myindihome', 'pnya', 'wifi', 'indihome', 'aktipkan', 'myindihome', 'pasang', 'fitur', 'mudah', 'tinggal', 'klik', 'job', 'myindihome']"
1487,Elang Pra Sus,3,2022-07-07 01:43:48,saya di telpon dari telkom pusat menawarkan paket ini ini ini kata mbanya begitu tapi saya tolak dan langsung di matikan telponnya sama si mbaknya dan menurut saya kurang sopan udh mengganggu waktu saya mohon di tingkatkan lagi keramahan pada cs nya dan di tingkatkan lagi kestabilan internet indihomenya,-1,"['saya', 'di', 'telpon', 'dari', 'telkom', 'pusat', 'menawarkan', 'paket', 'ini', 'ini', 'ini', 'kata', 'mbanya', 'begitu', 'tapi', 'saya', 'tolak', 'dan', 'langsung', 'di', 'matikan', 'telponnya', 'sama', 'si', 'mbaknya', 'dan', 'menurut', 'saya', 'kurang', 'sopan', 'udh', 'mengganggu', 'waktu', 'saya', 'mohon', 'di', 'tingkatkan', 'lagi', 'keramahan', 'pada', 'cs', 'nya', 'dan', 'di', 'tingkatkan', 'lagi', 'kestabilan', 'internet', 'indihomenya']",<FreqDist with 37 samples and 49 outcomes>,"['telpon', 'telkom', 'pusat', 'menawarkan', 'paket', 'mbanya', 'tolak', 'matikan', 'telponnya', 'mbaknya', 'sopan', 'udh', 'mengganggu', 'tingkatkan', 'keramahan', 'cs', 'tingkatkan', 'kestabilan', 'internet', 'indihomenya']","['telpon', 'telkom', 'pusat', 'menawarkan', 'paket', 'mbanya', 'tolak', 'matikan', 'telponnya', 'mbaknya', 'sopan', 'udh', 'mengganggu', 'tingkatkan', 'keramahan', 'cs', 'tingkatkan', 'kestabilan', 'internet', 'indihomenya']","['telpon', 'telkom', 'pusat', 'tawar', 'paket', 'mbanya', 'tolak', 'mati', 'telpon', 'mbak', 'sopan', 'udh', 'ganggu', 'tingkat', 'ramah', 'cs', 'tingkat', 'stabil', 'internet', 'indihomenya']"
1488,Ahsan Idris,5,2022-07-06 23:57:09,aplikasi sangat membantu untuk memberikan info terbaru dan promo untuk pengguna indihome dan yg paling penting sebagai sarana melakukan pelaporan gangguan terkait penggunaan indihome dan pelaporan melalui aplikasi lebih cepat respon untuk maintenance dr pihak indihome,1,"['aplikasi', 'sangat', 'membantu', 'untuk', 'memberikan', 'info', 'terbaru', 'dan', 'promo', 'untuk', 'pengguna', 'indihome', 'dan', 'yg', 'paling', 'penting', 'sebagai', 'sarana', 'melakukan', 'pelaporan', 'gangguan', 'terkait', 'penggunaan', 'indihome', 'dan', 'pelaporan', 'melalui', 'aplikasi', 'lebih', 'cepat', 'respon', 'untuk', 'maintenance', 'dr', 'pihak', 'indihome']",<FreqDist with 28 samples and 36 outcomes>,"['aplikasi', 'membantu', 'info', 'terbaru', 'promo', 'pengguna', 'indihome', 'sarana', 'pelaporan', 'gangguan', 'terkait', 'penggunaan', 'indihome', 'pelaporan', 'aplikasi', 'cepat', 'respon', 'maintenance', 'indihome']","['aplikasi', 'membantu', 'info', 'terbaru', 'promo', 'pengguna', 'indihome', 'sarana', 'pelaporan', 'gangguan', 'terkait', 'penggunaan', 'indihome', 'pelaporan', 'aplikasi', 'cepat', 'respon', 'maintenance', 'indihome']","['aplikasi', 'bantu', 'info', 'baru', 'promo', 'guna', 'indihome', 'sarana', 'lapor', 'ganggu', 'kait', 'guna', 'indihome', 'lapor', 'aplikasi', 'cepat', 'respon', 'maintenance', 'indihome']"
1489,Edy Bahlul,5,2022-07-06 23:30:26,stabil jangkauan luas bulanan flat keluhan segera teratasi dan yg paling penting tetap ngegassss pokoknya top,1,"['stabil', 'jangkauan', 'luas', 'bulanan', 'flat', 'keluhan', 'segera', 'teratasi', 'dan', 'yg', 'paling', 'penting', 'tetap', 'ngegassss', 'pokoknya', 'top']",<FreqDist with 16 samples and 16 outcomes>,"['stabil', 'jangkauan', 'luas', 'bulanan', 'flat', 'keluhan', 'teratasi', 'ngegassss', 'pokoknya', 'top']","['stabil', 'jangkauan', 'luas', 'bulanan', 'flat', 'keluhan', 'teratasi', 'ngegassss', 'pokoknya', 'top']","['stabil', 'jangkau', 'luas', 'bulan', 'flat', 'keluh', 'atas', 'ngegassss', 'pokok', 'top']"
1490,AZHARI BPKD,5,2022-07-06 19:21:53,dengan adanya indihome di rumah saya saya sangat lancar berbisnis dan kegiatan kantor lainnya ini sangat membantu saya dalam menyelesaikan tugas tugas saya dan kalau ada kendala pada jaringan internet pihak indihome selalu cepat mengatasinya sehingga lancar kembali mudahan kedepan akan semakin baik lagi dan tetap awet,1,"['dengan', 'adanya', 'indihome', 'di', 'rumah', 'saya', 'saya', 'sangat', 'lancar', 'berbisnis', 'dan', 'kegiatan', 'kantor', 'lainnya', 'ini', 'sangat', 'membantu', 'saya', 'dalam', 'menyelesaikan', 'tugas', 'tugas', 'saya', 'dan', 'kalau', 'ada', 'kendala', 'pada', 'jaringan', 'internet', 'pihak', 'indihome', 'selalu', 'cepat', 'mengatasinya', 'sehingga', 'lancar', 'kembali', 'mudahan', 'kedepan', 'akan', 'semakin', 'baik', 'lagi', 'dan', 'tetap', 'awet']",<FreqDist with 38 samples and 47 outcomes>,"['indihome', 'rumah', 'lancar', 'berbisnis', 'kegiatan', 'kantor', 'membantu', 'menyelesaikan', 'tugas', 'tugas', 'kendala', 'jaringan', 'internet', 'indihome', 'cepat', 'mengatasinya', 'lancar', 'mudahan', 'kedepan', 'awet']","['indihome', 'rumah', 'lancar', 'berbisnis', 'kegiatan', 'kantor', 'membantu', 'menyelesaikan', 'tugas', 'tugas', 'kendala', 'jaringan', 'internet', 'indihome', 'cepat', 'mengatasinya', 'lancar', 'mudahan', 'kedepan', 'awet']","['indihome', 'rumah', 'lancar', 'bisnis', 'giat', 'kantor', 'bantu', 'selesai', 'tugas', 'tugas', 'kendala', 'jaring', 'internet', 'indihome', 'cepat', 'atas', 'lancar', 'mudah', 'depan', 'awet']"
1491,veykha,5,2022-07-06 18:42:21,saya tinggal di pelosok jambi pelayanan teknisinya bagus dan gratis jika ada alat rusak bisa ditukar baru dan gak bayar lalu internetnya lancar dan murah meski terkadang ada problem namun bisa cepat di atasi dengan menghubungi customer servis saya pengguna indihome sejak,1,"['saya', 'tinggal', 'di', 'pelosok', 'jambi', 'pelayanan', 'teknisinya', 'bagus', 'dan', 'gratis', 'jika', 'ada', 'alat', 'rusak', 'bisa', 'ditukar', 'baru', 'dan', 'gak', 'bayar', 'lalu', 'internetnya', 'lancar', 'dan', 'murah', 'meski', 'terkadang', 'ada', 'problem', 'namun', 'bisa', 'cepat', 'di', 'atasi', 'dengan', 'menghubungi', 'customer', 'servis', 'saya', 'pengguna', 'indihome', 'sejak']",<FreqDist with 36 samples and 42 outcomes>,"['tinggal', 'pelosok', 'jambi', 'pelayanan', 'teknisinya', 'bagus', 'gratis', 'alat', 'rusak', 'ditukar', 'bayar', 'internetnya', 'lancar', 'murah', 'terkadang', 'problem', 'cepat', 'atasi', 'menghubungi', 'customer', 'servis', 'pengguna', 'indihome']","['tinggal', 'pelosok', 'jambi', 'pelayanan', 'teknisinya', 'bagus', 'gratis', 'alat', 'rusak', 'ditukar', 'bayar', 'internetnya', 'lancar', 'murah', 'terkadang', 'problem', 'cepat', 'atasi', 'menghubungi', 'customer', 'servis', 'pengguna', 'indihome']","['tinggal', 'pelosok', 'jambi', 'layan', 'teknisi', 'bagus', 'gratis', 'alat', 'rusak', 'tukar', 'bayar', 'internetnya', 'lancar', 'murah', 'terkadang', 'problem', 'cepat', 'atas', 'hubung', 'customer', 'servis', 'guna', 'indihome']"
1492,Tio Prasetya Pamungkas,4,2022-07-06 13:32:37,mohon di perbaiki banyak bug nya soalnya saya sudah bayar tagihan kenapa status di aplikasi tetap belum di bayar padahal sudah di refresh tetap aja tolong di benahi,1,"['mohon', 'di', 'perbaiki', 'banyak', 'bug', 'nya', 'soalnya', 'saya', 'sudah', 'bayar', 'tagihan', 'kenapa', 'status', 'di', 'aplikasi', 'tetap', 'belum', 'di', 'bayar', 'padahal', 'sudah', 'di', 'refresh', 'tetap', 'aja', 'tolong', 'di', 'benahi']",<FreqDist with 21 samples and 28 outcomes>,"['perbaiki', 'bug', 'bayar', 'tagihan', 'status', 'aplikasi', 'bayar', 'refresh', 'tolong', 'benahi']","['perbaiki', 'bug', 'bayar', 'tagihan', 'status', 'aplikasi', 'bayar', 'refresh', 'tolong', 'benahi']","['baik', 'bug', 'bayar', 'tagih', 'status', 'aplikasi', 'bayar', 'refresh', 'tolong', 'benah']"
1493,Mukidi,5,2022-07-06 12:06:17,selama gunakan app ini jadi mudah cek tagihan dan call center untuk segala keluhan namun klo bisa untuk fitur akhir sesi dihilangkan saja ya soalnya udh bbrp bln tdk buka app nya eh logout sendiri trs masuk passwordnya lupa deh mohon bantuan,1,"['selama', 'gunakan', 'app', 'ini', 'jadi', 'mudah', 'cek', 'tagihan', 'dan', 'call', 'center', 'untuk', 'segala', 'keluhan', 'namun', 'klo', 'bisa', 'untuk', 'fitur', 'akhir', 'sesi', 'dihilangkan', 'saja', 'ya', 'soalnya', 'udh', 'bbrp', 'bln', 'tdk', 'buka', 'app', 'nya', 'eh', 'logout', 'sendiri', 'trs', 'masuk', 'passwordnya', 'lupa', 'deh', 'mohon', 'bantuan']",<FreqDist with 40 samples and 42 outcomes>,"['app', 'mudah', 'cek', 'tagihan', 'call', 'center', 'keluhan', 'fitur', 'sesi', 'dihilangkan', 'udh', 'bbrp', 'bln', 'buka', 'app', 'logout', 'trs', 'passwordnya', 'lupa', 'bantuan']","['app', 'mudah', 'cek', 'tagihan', 'call', 'center', 'keluhan', 'fitur', 'sesi', 'dihilangkan', 'udh', 'bbrp', 'bln', 'buka', 'app', 'logout', 'trs', 'passwordnya', 'lupa', 'bantuan']","['app', 'mudah', 'cek', 'tagih', 'call', 'center', 'keluh', 'fitur', 'sesi', 'hilang', 'udh', 'bbrp', 'bln', 'buka', 'app', 'logout', 'trs', 'passwordnya', 'lupa', 'bantu']"
1494,Jeje Rijwan,1,2022-07-06 11:53:39,registrasi sudah kirim foto ktp udah verifikasi sudah tp sudah beberapa hari belum ada konfirmasi buat pemasangan pada aplikasinya mau pasang indihome aja susah,-1,"['registrasi', 'sudah', 'kirim', 'foto', 'ktp', 'udah', 'verifikasi', 'sudah', 'tp', 'sudah', 'beberapa', 'hari', 'belum', 'ada', 'konfirmasi', 'buat', 'pemasangan', 'pada', 'aplikasinya', 'mau', 'pasang', 'indihome', 'aja', 'susah']",<FreqDist with 22 samples and 24 outcomes>,"['registrasi', 'kirim', 'foto', 'ktp', 'verifikasi', 'konfirmasi', 'pemasangan', 'aplikasinya', 'pasang', 'indihome', 'susah']","['registrasi', 'kirim', 'foto', 'ktp', 'verifikasi', 'konfirmasi', 'pemasangan', 'aplikasinya', 'pasang', 'indihome', 'susah']","['registrasi', 'kirim', 'foto', 'ktp', 'verifikasi', 'konfirmasi', 'pasang', 'aplikasi', 'pasang', 'indihome', 'susah']"
1495,Hernita Noviarina,5,2022-07-06 09:53:41,interface aplikasi mudah dipahami menurut saya perlu ditambahkan tampilan paket yang sedang digunakan saat ini serta pembayarannya sudah lunasbelum untuk pelayanannya sangat bagus dan responsif saya dibantu oleh pihak indihome hingga aplikasinya bisa digunakan kembali saat terkendala terima kasih,1,"['interface', 'aplikasi', 'mudah', 'dipahami', 'menurut', 'saya', 'perlu', 'ditambahkan', 'tampilan', 'paket', 'yang', 'sedang', 'digunakan', 'saat', 'ini', 'serta', 'pembayarannya', 'sudah', 'lunasbelum', 'untuk', 'pelayanannya', 'sangat', 'bagus', 'dan', 'responsif', 'saya', 'dibantu', 'oleh', 'pihak', 'indihome', 'hingga', 'aplikasinya', 'bisa', 'digunakan', 'kembali', 'saat', 'terkendala', 'terima', 'kasih']",<FreqDist with 36 samples and 39 outcomes>,"['interface', 'aplikasi', 'mudah', 'dipahami', 'tampilan', 'paket', 'pembayarannya', 'lunasbelum', 'pelayanannya', 'bagus', 'responsif', 'dibantu', 'indihome', 'aplikasinya', 'terkendala', 'terima', 'kasih']","['interface', 'aplikasi', 'mudah', 'dipahami', 'tampilan', 'paket', 'pembayarannya', 'lunasbelum', 'pelayanannya', 'bagus', 'responsif', 'dibantu', 'indihome', 'aplikasinya', 'terkendala', 'terima', 'kasih']","['interface', 'aplikasi', 'mudah', 'paham', 'tampil', 'paket', 'bayar', 'lunasbelum', 'layan', 'bagus', 'responsif', 'bantu', 'indihome', 'aplikasi', 'kendala', 'terima', 'kasih']"
1496,Silvia Anggita,5,2022-07-06 09:42:09,aplikasi myindihome mantap bagus mudah dipahami dan multifungsi poinnya pun bisa untuk tukar voucher mantapp pokok is the best,1,"['aplikasi', 'myindihome', 'mantap', 'bagus', 'mudah', 'dipahami', 'dan', 'multifungsi', 'poinnya', 'pun', 'bisa', 'untuk', 'tukar', 'voucher', 'mantapp', 'pokok', 'is', 'the', 'best']",<FreqDist with 19 samples and 19 outcomes>,"['aplikasi', 'myindihome', 'mantap', 'bagus', 'mudah', 'dipahami', 'multifungsi', 'poinnya', 'tukar', 'voucher', 'mantapp', 'pokok', 'best']","['aplikasi', 'myindihome', 'mantap', 'bagus', 'mudah', 'dipahami', 'multifungsi', 'poinnya', 'tukar', 'voucher', 'mantapp', 'pokok', 'best']","['aplikasi', 'myindihome', 'mantap', 'bagus', 'mudah', 'paham', 'multifungsi', 'poin', 'tukar', 'voucher', 'mantapp', 'pokok', 'best']"
1497,Ahmad Ridwan,5,2022-07-06 09:23:15,aplikasi yang sangat bermanfaat bagi pengguna indihomedalam satu aplikasi bisa mendapatkan berbagai pelayanan mulai dari upgrade speedlaporan gangguan hingga bisa tukar poin di kantor regional telkom terdekat dari tempat kitasukses selalu myindihome,1,"['aplikasi', 'yang', 'sangat', 'bermanfaat', 'bagi', 'pengguna', 'indihomedalam', 'satu', 'aplikasi', 'bisa', 'mendapatkan', 'berbagai', 'pelayanan', 'mulai', 'dari', 'upgrade', 'speedlaporan', 'gangguan', 'hingga', 'bisa', 'tukar', 'poin', 'di', 'kantor', 'regional', 'telkom', 'terdekat', 'dari', 'tempat', 'kitasukses', 'selalu', 'myindihome']",<FreqDist with 29 samples and 32 outcomes>,"['aplikasi', 'bermanfaat', 'pengguna', 'indihomedalam', 'aplikasi', 'pelayanan', 'upgrade', 'speedlaporan', 'gangguan', 'tukar', 'poin', 'kantor', 'regional', 'telkom', 'terdekat', 'kitasukses', 'myindihome']","['aplikasi', 'bermanfaat', 'pengguna', 'indihomedalam', 'aplikasi', 'pelayanan', 'upgrade', 'speedlaporan', 'gangguan', 'tukar', 'poin', 'kantor', 'regional', 'telkom', 'terdekat', 'kitasukses', 'myindihome']","['aplikasi', 'manfaat', 'guna', 'indihomedalam', 'aplikasi', 'layan', 'upgrade', 'speedlaporan', 'ganggu', 'tukar', 'poin', 'kantor', 'regional', 'telkom', 'dekat', 'kitasukses', 'myindihome']"
1498,Ardi IRK,3,2022-07-06 08:33:26,via pembayaran tidak lengkap saya tiap bulan bayar di indomart tapi lewat aplikasi tidak tersedia aplikasi tidak sinkron waktu pembayaran sudah bayar tapi di aplikasi masih tercatat belum bayar selebihnya no problem tq,-1,"['via', 'pembayaran', 'tidak', 'lengkap', 'saya', 'tiap', 'bulan', 'bayar', 'di', 'indomart', 'tapi', 'lewat', 'aplikasi', 'tidak', 'tersedia', 'aplikasi', 'tidak', 'sinkron', 'waktu', 'pembayaran', 'sudah', 'bayar', 'tapi', 'di', 'aplikasi', 'masih', 'tercatat', 'belum', 'bayar', 'selebihnya', 'no', 'problem', 'tq']",<FreqDist with 24 samples and 33 outcomes>,"['via', 'pembayaran', 'lengkap', 'bayar', 'indomart', 'aplikasi', 'tersedia', 'aplikasi', 'sinkron', 'pembayaran', 'bayar', 'aplikasi', 'tercatat', 'bayar', 'selebihnya', 'problem', 'tq']","['via', 'pembayaran', 'lengkap', 'bayar', 'indomart', 'aplikasi', 'tersedia', 'aplikasi', 'sinkron', 'pembayaran', 'bayar', 'aplikasi', 'tercatat', 'bayar', 'selebihnya', 'problem', 'tq']","['via', 'bayar', 'lengkap', 'bayar', 'indomart', 'aplikasi', 'sedia', 'aplikasi', 'sinkron', 'bayar', 'bayar', 'aplikasi', 'catat', 'bayar', 'lebih', 'problem', 'tq']"
1499,Maulidia Fauziah,5,2022-07-06 07:34:12,assalamualaikum alhamdulillah berkat adanya aplikasi myindihome ngecek tagihan jadi lebih mudah dan yang lebih okenya lagi ada promopromo potongan untuk pembayaran tagihan dengan menggunakan point nya jadi lebih semakin semangat untuk terus mengumpulkan point lebih banyak tingkatkan terus aplikasi myindihome tambah sukses dan semoga wifi terus berjalan lancar tanpa lemot sedikit pun,1,"['assalamualaikum', 'alhamdulillah', 'berkat', 'adanya', 'aplikasi', 'myindihome', 'ngecek', 'tagihan', 'jadi', 'lebih', 'mudah', 'dan', 'yang', 'lebih', 'okenya', 'lagi', 'ada', 'promopromo', 'potongan', 'untuk', 'pembayaran', 'tagihan', 'dengan', 'menggunakan', 'point', 'nya', 'jadi', 'lebih', 'semakin', 'semangat', 'untuk', 'terus', 'mengumpulkan', 'point', 'lebih', 'banyak', 'tingkatkan', 'terus', 'aplikasi', 'myindihome', 'tambah', 'sukses', 'dan', 'semoga', 'wifi', 'terus', 'berjalan', 'lancar', 'tanpa', 'lemot', 'sedikit', 'pun']",<FreqDist with 40 samples and 52 outcomes>,"['assalamualaikum', 'berkat', 'aplikasi', 'myindihome', 'ngecek', 'tagihan', 'mudah', 'okenya', 'promopromo', 'potongan', 'pembayaran', 'tagihan', 'point', 'semangat', 'mengumpulkan', 'point', 'tingkatkan', 'aplikasi', 'myindihome', 'sukses', 'semoga', 'wifi', 'berjalan', 'lancar', 'lemot']","['assalamualaikum', 'berkat', 'aplikasi', 'myindihome', 'ngecek', 'tagihan', 'mudah', 'okenya', 'promopromo', 'potongan', 'pembayaran', 'tagihan', 'point', 'semangat', 'mengumpulkan', 'point', 'tingkatkan', 'aplikasi', 'myindihome', 'sukses', 'semoga', 'wifi', 'berjalan', 'lancar', 'lemot']","['assalamualaikum', 'berkat', 'aplikasi', 'myindihome', 'ngecek', 'tagih', 'mudah', 'oke', 'promopromo', 'potong', 'bayar', 'tagih', 'point', 'semangat', 'kumpul', 'point', 'tingkat', 'aplikasi', 'myindihome', 'sukses', 'moga', 'wifi', 'jalan', 'lancar', 'lot']"
1500,Levina Napitupulu,4,2022-07-06 05:44:53,aplikasi yang bagus dan cepat dalam menyelesaikan maslah cuma masih sering loading aja or lemot mohon ditingkatkan lagi,1,"['aplikasi', 'yang', 'bagus', 'dan', 'cepat', 'dalam', 'menyelesaikan', 'maslah', 'cuma', 'masih', 'sering', 'loading', 'aja', 'or', 'lemot', 'mohon', 'ditingkatkan', 'lagi']",<FreqDist with 18 samples and 18 outcomes>,"['aplikasi', 'bagus', 'cepat', 'menyelesaikan', 'maslah', 'loading', 'lemot', 'ditingkatkan']","['aplikasi', 'bagus', 'cepat', 'menyelesaikan', 'maslah', 'loading', 'lemot', 'ditingkatkan']","['aplikasi', 'bagus', 'cepat', 'selesai', 'mas', 'loading', 'lot', 'tingkat']"
1501,Frans Tobing,5,2022-07-06 03:59:59,aplikasi sangat membantu ketika ada kendala tinggal dibuat laporan dan teknisi akan langsung menghubungi perbaikan juga cepat tidak sampai  sudah langsung diperbaiki mantap,1,"['aplikasi', 'sangat', 'membantu', 'ketika', 'ada', 'kendala', 'tinggal', 'dibuat', 'laporan', 'dan', 'teknisi', 'akan', 'langsung', 'menghubungi', 'perbaikan', 'juga', 'cepat', 'tidak', 'sampai', 'sudah', 'langsung', 'diperbaiki', 'mantap']",<FreqDist with 22 samples and 23 outcomes>,"['aplikasi', 'membantu', 'kendala', 'tinggal', 'laporan', 'teknisi', 'menghubungi', 'perbaikan', 'cepat', 'diperbaiki', 'mantap']","['aplikasi', 'membantu', 'kendala', 'tinggal', 'laporan', 'teknisi', 'menghubungi', 'perbaikan', 'cepat', 'diperbaiki', 'mantap']","['aplikasi', 'bantu', 'kendala', 'tinggal', 'lapor', 'teknisi', 'hubung', 'baik', 'cepat', 'baik', 'mantap']"
